family_id,husband_id,wife_id,genealogy_id,marriage_year
4620,6441,16289,1,1752
4621,16294,6443,1,1764
4622,16298,6444,1,1761
4623,6445,16300,1,1759
4624,6447,16305,1,1751
4625,6449,16309,1,1757
4626,16313,6450,1,1771
4627,16318,6452,1,1762
4628,6454,16320,1,1765
4629,6455,16322,1,1764
4630,16325,6456,1,1771
4631,6458,16330,1,1772
4632,16334,6459,1,1784
4633,6460,16338,1,1779
4634,6461,16342,1,1775
4635,16347,6463,1,1774
4636,6464,16352,1,1761
4637,6465,16356,1,1759
4638,16359,6466,1,1770
4639,6468,16362,1,1763
4640,6469,16364,1,1777
4641,6470,16367,1,1777
4642,16372,6471,1,1763
4643,16376,6473,1,1769
4644,6474,16381,1,1764
4645,6476,16384,1,1764
4646,6477,16387,1,1774
4647,16392,6478,1,1768
4648,16394,6480,1,1764
4649,6482,16396,1,1768
4650,16399,6484,1,1764
4651,16404,6485,1,1776
4652,16407,6487,1,1775
4653,16411,6488,1,1778
4654,6489,16413,1,1775
4655,6490,16416,1,1784
4656,6492,16419,1,1760
4657,16423,6493,1,1759
4658,6494,16428,1,1768
4659,16430,6496,1,1769
4660,6497,16434,1,1758
4661,16438,6499,1,1772
4662,6501,16440,1,1764
4663,16445,6502,1,1775
4664,16450,6503,1,1766
4665,16453,6504,1,1764
4666,16458,6506,1,1775
4667,6507,16460,1,1761
4668,16464,6509,1,1763
4669,16467,6510,1,1773
4670,6512,16471,1,1749
4671,16476,6514,1,1749
4672,6515,16478,1,1753
4673,16482,6516,1,1767
4674,16484,6517,1,1761
4675,6519,16489,1,1764
4676,16493,6520,1,1741
4677,16498,6521,1,1746
4678,16500,6522,1,1752
4679,6524,16502,1,1750
4680,6525,16505,1,1763
4681,6526,16507,1,1756
4682,16511,6527,1,1762
4683,16516,6529,1,1746
4684,16521,6530,1,1741
4685,16524,6531,1,1750
4686,6533,16526,1,1759
4687,6534,16528,1,1757
4688,6536,16532,1,1758
4689,6538,16536,1,1759
4690,6539,16538,1,1745
4691,16540,6541,1,1751
4692,16542,6542,1,1744
4693,6544,16545,1,1742
4694,6545,16547,1,1741
4695,16550,6547,1,1742
4696,16554,6548,1,1742
4697,16558,6550,1,1744
4698,6551,16560,1,1754
4699,16564,6552,1,1754
4700,16566,6553,1,1757
4701,16568,6555,1,1734
4702,16573,6556,1,1743
4703,16576,6557,1,1745
4704,6558,16580,1,1734
4705,16584,6560,1,1750
4706,6561,16588,1,1738
4707,16592,6563,1,1746
4708,16597,6564,1,1753
4709,16601,6565,1,1750
4710,16606,6567,1,1753
4711,16608,6568,1,1764
4712,6569,16613,1,1748
4713,16617,6570,1,1759
4714,6572,16619,1,1748
4715,6573,16622,1,1749
4716,16627,6574,1,1748
4717,6576,16632,1,1760
4718,16634,6577,1,1756
4719,16637,6578,1,1750
4720,6580,16642,1,1751
4721,16646,6581,1,1743
4722,16651,6582,1,1754
4723,16653,6584,1,1749
4724,16657,6585,1,1750
4725,16660,6586,1,1758
4726,6588,16663,1,1757
4727,16666,6589,1,1737
4728,16670,6591,1,1752
4729,6592,16672,1,1748
4730,16677,6594,1,1747
4731,6596,16680,1,1742
4732,6597,16683,1,1746
4733,16687,6598,1,1763
4734,16689,6600,1,1742
4735,16694,6601,1,1743
4736,6602,16696,1,1735
4737,6603,16699,1,1741
4738,16703,6605,1,1758
4739,16706,6606,1,1743
4740,16711,6608,1,1758
4741,6609,16716,1,1759
4742,16721,6610,1,1760
4743,6611,16724,1,1767
4744,6613,16728,1,1743
4745,16731,6614,1,1752
4746,6616,16733,1,1761
4747,6618,16735,1,1759
4748,16740,6620,1,1764
4749,16742,6621,1,1763
4750,6622,16744,1,1759
4751,16746,6624,1,1780
4752,6625,16748,1,1769
4753,6626,16752,1,1773
4754,6627,16755,1,1772
4755,6629,16757,1,1757
4756,6630,16761,1,1769
4757,6631,16766,1,1760
4758,6633,16770,1,1765
4759,16772,6634,1,1776
4760,6635,16776,1,1764
4761,16781,6636,1,1763
4762,16786,6638,1,1778
4763,6639,16788,1,1759
4764,6641,16791,1,1776
4765,16793,6642,1,1779
4766,16796,6643,1,1773
4767,16801,6644,1,1777
4768,16806,6646,1,1764
4769,6648,16808,1,1778
4770,16811,6650,1,1753
4771,16815,6651,1,1744
4772,16818,6652,1,1744
4773,6653,16822,1,1748
4774,16824,6655,1,1739
4775,16828,6656,1,1731
4776,6658,16833,1,1734
4777,6659,16836,1,1751
4778,6660,16841,1,1745
4779,16844,6661,1,1738
4780,6663,16848,1,1752
4781,16853,6664,1,1756
4782,6665,16855,1,1749
4783,16858,6667,1,1742
4784,16860,6668,1,1732
4785,16864,6670,1,1747
4786,16869,6671,1,1759
4787,6672,16871,1,1751
4788,16874,6674,1,1758
4789,16878,6676,1,1757
4790,6677,16880,1,1756
4791,16882,6678,1,1762
4792,6680,16885,1,1747
4793,16888,6681,1,1764
4794,6682,16890,1,1755
4795,6683,16893,1,1766
4796,16895,6685,1,1754
4797,16899,6686,1,1779
4798,6687,16902,1,1755
4799,16906,6689,1,1762
4800,16908,6690,1,1770
4801,16911,6691,1,1758
4802,6693,16916,1,1754
4803,16920,6694,1,1745
4804,16925,6695,1,1750
4805,16927,6696,1,1754
4806,6698,16929,1,1749
4807,6699,16932,1,1745
4808,6701,16936,1,1750
4809,6702,16939,1,1753
4810,16941,6703,1,1758
4811,16944,6705,1,1748
4812,16948,6707,1,1743
4813,16951,6708,1,1732
4814,6709,16953,1,1728
4815,16956,6711,1,1765
4816,6713,16960,1,1753
4817,6715,16962,1,1765
4818,16965,6716,1,1752
4819,16969,6718,1,1754
4820,16973,6719,1,1761
4821,6720,16975,1,1774
4822,6721,16980,1,1762
4823,16984,6723,1,1768
4824,6724,16989,1,1779
4825,16991,6726,1,1769
4826,6728,16993,1,1763
4827,16997,6729,1,1762
4828,6730,16999,1,1778
4829,6732,17001,1,1767
4830,6733,17005,1,1763
4831,17010,6734,1,1763
4832,17013,6735,1,1773
4833,6737,17016,1,1744
4834,17018,6739,1,1771
4835,6740,17020,1,1773
4836,6741,17022,1,1777
4837,6743,17024,1,1766
4838,17029,6744,1,1771
4839,17034,6745,1,1759
4840,17039,6746,1,1762
4841,17043,6748,1,1754
4842,6749,17048,1,1763
4843,17050,6750,1,1763
4844,6752,17054,1,1764
4845,6753,17056,1,1752
4846,6754,17059,1,1753
4847,6756,17064,1,1749
4848,6757,17069,1,1756
4849,6758,17073,1,1755
4850,6760,17075,1,1751
4851,6761,17077,1,1758
4852,6763,17082,1,1757
4853,17087,6764,1,1745
4854,17092,6765,1,1753
4855,6766,17097,1,1748
4856,17101,6768,1,1748
4857,17104,6769,1,1768
4858,6770,17107,1,1748
4859,17110,6771,1,1743
4860,17115,6773,1,1743
4861,6775,17118,1,1770
4862,6776,17123,1,1770
4863,6778,17125,1,1763
4864,17130,6779,1,1769
4865,17134,6780,1,1774
4866,6782,17136,1,1750
4867,17139,6783,1,1765
4868,17144,6785,1,1752
4869,6786,17147,1,1761
4870,17149,6787,1,1760
4871,6788,17152,1,1755
4872,6790,17156,1,1776
4873,6791,17161,1,1758
4874,6793,17163,1,1751
4875,17167,6794,1,1764
4876,6795,17172,1,1760
4877,6796,17177,1,1761
4878,6798,17180,1,1754
4879,17185,6800,1,1767
4880,17189,6801,1,1756
4881,6802,17194,1,1764
4882,17196,6803,1,1764
4883,6805,17198,1,1766
4884,6807,17200,1,1769
4885,17202,6808,1,1770
4886,6809,17204,1,1774
4887,17208,6811,1,1763
4888,17213,6812,1,1778
4889,6814,17215,1,1765
4890,17217,6815,1,1784
4891,6817,17222,1,1765
4892,6819,17225,1,1776
4893,6820,17229,1,1762
4894,17234,6821,1,1759
4895,6823,17239,1,1773
4896,17241,6824,1,1769
4897,17245,6826,1,1782
4898,17247,6827,1,1773
4899,6828,17250,1,1774
4900,6829,17254,1,1773
4901,6831,17257,1,1765
4902,6832,17262,1,1762
4903,17267,6833,1,1767
4904,17270,6834,1,1761
4905,6836,17272,1,1778
4906,17276,6837,1,1781
4907,17281,6838,1,1774
4908,17285,6839,1,1791
4909,6841,17288,1,1742
4910,17290,6842,1,1749
4911,6843,17293,1,1747
4912,17296,6844,1,1756
4913,6846,17298,1,1768
4914,6847,17302,1,1758
4915,6849,17305,1,1761
4916,6850,17307,1,1764
4917,6852,17310,1,1741
4918,17313,6854,1,1760
4919,6856,17315,1,1756
4920,17320,6857,1,1755
4921,17323,6858,1,1760
4922,6860,17327,1,1746
4923,6861,17331,1,1739
4924,6863,17334,1,1773
4925,17338,6864,1,1770
4926,6865,17341,1,1766
4927,17346,6867,1,1799
4928,17349,6868,1,1785
4929,17351,6870,1,1781
4930,6872,17356,1,1783
4931,17360,6873,1,1779
4932,17362,6875,1,1776
4933,6876,17366,1,1775
4934,6878,17370,1,1780
4935,6879,17374,1,1781
4936,17377,6880,1,1776
4937,17381,6882,1,1787
4938,17386,6884,1,1777
4939,6885,17388,1,1769
4940,6886,17390,1,1774
4941,6888,17393,1,1767
4942,6890,17397,1,1792
4943,17400,6891,1,1781
4944,17402,6893,1,1778
4945,17405,6894,1,1791
4946,6896,17408,1,1784
4947,17411,6897,1,1796
4948,17413,6898,1,1792
4949,6900,17416,1,1778
4950,17421,6901,1,1769
4951,17425,6902,1,1768
4952,6903,17430,1,1769
4953,17434,6905,1,1773
4954,17437,6906,1,1784
4955,17442,6907,1,1767
4956,6909,17447,1,1777
4957,6910,17450,1,1772
4958,17455,6911,1,1778
4959,17458,6912,1,1777
4960,17461,6914,1,1780
4961,6915,17464,1,1777
4962,17467,6917,1,1793
4963,17472,6918,1,1785
4964,17474,6919,1,1780
4965,6921,17478,1,1784
4966,6923,17481,1,1769
4967,17483,6924,1,1781
4968,6925,17485,1,1783
4969,17488,6927,1,1793
4970,6928,17493,1,1795
4971,6929,17495,1,1787
4972,17498,6931,1,1790
4973,17502,6932,1,1801
4974,6933,17504,1,1798
4975,17507,6934,1,1788
4976,17510,6936,1,1773
4977,6937,17515,1,1785
4978,17519,6939,1,1766
4979,6940,17521,1,1783
4980,6941,17525,1,1777
4981,6942,17527,1,1774
4982,6944,17529,1,1772
4983,6945,17534,1,1780
4984,17538,6946,1,1788
4985,17540,6947,1,1769
4986,6949,17543,1,1774
4987,6950,17548,1,1772
4988,6951,17551,1,1783
4989,6953,17555,1,1796
4990,17560,6954,1,1794
4991,17563,6955,1,1776
4992,6957,17568,1,1783
4993,17570,6958,1,1781
4994,17573,6959,1,1795
4995,17576,6960,1,1786
4996,6962,17580,1,1792
4997,17582,6963,1,1795
4998,6964,17587,1,1795
4999,17590,6966,1,1790
5000,6967,17594,1,1788
5001,6968,17596,1,1777
5002,17601,6970,1,1773
5003,17606,6971,1,1784
5004,17610,6972,1,1782
5005,6974,17612,1,1794
5006,6975,17616,1,1785
5007,17620,6976,1,1789
5008,6978,17622,1,1785
5009,6980,17624,1,1795
5010,17627,6982,1,1779
5011,6983,17631,1,1785
5012,17636,6985,1,1761
5013,17639,6986,1,1770
5014,6988,17641,1,1786
5015,17644,6990,1,1790
5016,6991,17647,1,1784
5017,6993,17651,1,1769
5018,17656,6994,1,1773
5019,17659,6996,1,1783
5020,6997,17661,1,1777
5021,17663,6998,1,1776
5022,7000,17666,1,1769
5023,17670,7001,1,1780
5024,17674,7002,1,1779
5025,17679,7004,1,1775
5026,17682,7005,1,1774
5027,7007,17687,1,1796
5028,17689,7008,1,1786
5029,17693,7009,1,1788
5030,7010,17696,1,1784
5031,17701,7012,1,1779
5032,7014,17705,1,1807
5033,17708,7015,1,1805
5034,7016,17712,1,1791
5035,7017,17715,1,1805
5036,7019,17719,1,1782
5037,7021,17722,1,1782
5038,17724,7023,1,1789
5039,17727,7025,1,1779
5040,7027,17730,1,1761
5041,17734,7028,1,1744
5042,17739,7029,1,1755
5043,7031,17743,1,1768
5044,17747,7032,1,1769
5045,17750,7033,1,1754
5046,17755,7034,1,1758
5047,17760,7036,1,1752
5048,17765,7037,1,1761
5049,17767,7038,1,1768
5050,17771,7039,1,1763
5051,17775,7041,1,1757
5052,7043,17780,1,1757
5053,17784,7044,1,1758
5054,7045,17789,1,1770
5055,17792,7046,1,1768
5056,17794,7048,1,1756
5057,17799,7050,1,1762
5058,17802,7051,1,1779
5059,7053,17807,1,1771
5060,7055,17809,1,1763
5061,17814,7056,1,1770
5062,7057,17816,1,1767
5063,7058,17819,1,1759
5064,17823,7060,1,1754
5065,7061,17825,1,1740
5066,7063,17829,1,1764
5067,7065,17831,1,1783
5068,7067,17834,1,1789
5069,7068,17838,1,1779
5070,17843,7069,1,1775
5071,17846,7070,1,1783
5072,7072,17849,1,1771
5073,7073,17853,1,1770
5074,7075,17857,1,1751
5075,7076,17860,1,1750
5076,17862,7077,1,1746
5077,7078,17866,1,1745
5078,7080,17868,1,1753
5079,17871,7081,1,1745
5080,7082,17873,1,1758
5081,7083,17878,1,1758
5082,17883,7085,1,1766
5083,17887,7087,1,1759
5084,17890,7089,1,1754
5085,17893,7090,1,1758
5086,7091,17895,1,1754
5087,7093,17900,1,1758
5088,7095,17904,1,1771
5089,17907,7096,1,1772
5090,17912,7098,1,1765
5091,7099,17917,1,1760
5092,7100,17921,1,1767
5093,17925,7102,1,1747
5094,7103,17929,1,1755
5095,7105,17931,1,1746
5096,17935,7106,1,1736
5097,17939,7108,1,1763
5098,7110,17941,1,1768
5099,17946,7111,1,1768
5100,17951,7113,1,1787
5101,17955,7114,1,1790
5102,17958,7115,1,1784
5103,7116,17962,1,1791
5104,7118,17966,1,1785
5105,17968,7120,1,1785
5106,17972,7122,1,1766
5107,7123,17977,1,1755
5108,17979,7124,1,1754
5109,7125,17982,1,1759
5110,7127,17986,1,1758
5111,7129,17990,1,1772
5112,17995,7130,1,1767
5113,7131,17998,1,1762
5114,18001,7132,1,1777
5115,7134,18003,1,1754
5116,18008,7136,1,1767
5117,7138,18010,1,1764
5118,18014,7139,1,1758
5119,7140,18018,1,1762
5120,7142,18023,1,1764
5121,18026,7143,1,1769
5122,18028,7145,1,1757
5123,18031,7146,1,1755
5124,18036,7147,1,1748
5125,7148,18039,1,1767
5126,7150,18044,1,1755
5127,7152,18047,1,1764
5128,18052,7153,1,1772
5129,7155,18057,1,1769
5130,7156,18060,1,1760
5131,18062,7157,1,1761
5132,18067,7159,1,1769
5133,18069,7161,1,1784
5134,7162,18074,1,1788
5135,7163,18079,1,1786
5136,7165,18083,1,1783
5137,7166,18086,1,1788
5138,7167,18089,1,1788
5139,18092,7168,1,1779
5140,18096,7170,1,1761
5141,7171,18100,1,1773
5142,7172,18103,1,1773
5143,7173,18106,1,1778
5144,7175,18108,1,1778
5145,18110,7176,1,1764
5146,18113,7177,1,1763
5147,7179,18116,1,1765
5148,18121,7180,1,1777
5149,7182,18124,1,1766
5150,18129,7183,1,1776
5151,18132,7184,1,1750
5152,7186,18136,1,1776
5153,7187,18140,1,1770
5154,7189,18144,1,1778
5155,7190,18146,1,1779
5156,18149,7191,1,1768
5157,18152,7193,1,1766
5158,18154,7195,1,1770
5159,7196,18158,1,1773
5160,7197,18163,1,1781
5161,18168,7199,1,1775
5162,18170,7200,1,1794
5163,18173,7202,1,1787
5164,7203,18177,1,1780
5165,18182,7205,1,1778
5166,18185,7206,1,1786
5167,18187,7207,1,1775
5168,18191,7208,1,1772
5169,7210,18196,1,1770
5170,7211,18201,1,1763
5171,7212,18205,1,1760
5172,7214,18208,1,1763
5173,7215,18212,1,1751
5174,18215,7216,1,1771
5175,7217,18219,1,1766
5176,7219,18223,1,1761
5177,18225,7221,1,1774
5178,18227,7222,1,1782
5179,7224,18232,1,1777
5180,18237,7225,1,1779
5181,7227,18241,1,1784
5182,7228,18246,1,1785
5183,18248,7229,1,1780
5184,7230,18251,1,1773
5185,18256,7232,1,1769
5186,18261,7233,1,1791
5187,18266,7234,1,1791
5188,18271,7235,1,1786
5189,18273,7237,1,1769
5190,18277,7238,1,1757
5191,18280,7239,1,1753
5192,18284,7240,1,1748
5193,18286,7242,1,1755
5194,7244,18291,1,1776
5195,7245,18293,1,1774
5196,18298,7246,1,1784
5197,18302,7248,1,1756
5198,7249,18304,1,1774
5199,18306,7251,1,1755
5200,18308,7252,1,1764
5201,7253,18312,1,1768
5202,18317,7255,1,1765
5203,18319,7256,1,1765
5204,18323,7258,1,1776
5205,7260,18328,1,1775
5206,18331,7261,1,1771
5207,18335,7263,1,1744
5208,7265,18337,1,1766
5209,7267,18340,1,1756
5210,18345,7268,1,1762
5211,18347,7269,1,1751
5212,7270,18350,1,1751
5213,7272,18353,1,1765
5214,18358,7273,1,1758
5215,18363,7274,1,1754
5216,7275,18368,1,1768
5217,7277,18372,1,1780
5218,7278,18375,1,1797
5219,18380,7279,1,1798
5220,18383,7280,1,1783
5221,7282,18385,1,1798
5222,7283,18389,1,1789
5223,7284,18393,1,1800
5224,18395,7286,1,1798
5225,18398,7287,1,1788
5226,7288,18401,1,1789
5227,7290,18403,1,1774
5228,18405,7291,1,1775
5229,18410,7292,1,1776
5230,7294,18413,1,1781
5231,7295,18416,1,1792
5232,7297,18419,1,1783
5233,18421,7298,1,1783
5234,7299,18426,1,1791
5235,7300,18428,1,1794
5236,18433,7302,1,1799
5237,7303,18437,1,1797
5238,7305,18442,1,1776
5239,7306,18445,1,1779
5240,18447,7307,1,1786
5241,7309,18452,1,1778
5242,7310,18454,1,1785
5243,18459,7311,1,1797
5244,18461,7312,1,1794
5245,7314,18463,1,1771
5246,18468,7315,1,1781
5247,18471,7317,1,1781
5248,7318,18474,1,1789
5249,18476,7320,1,1785
5250,7321,18480,1,1780
5251,18485,7323,1,1772
5252,18488,7325,1,1772
5253,7327,18493,1,1770
5254,7329,18498,1,1779
5255,18501,7330,1,1777
5256,7332,18503,1,1789
5257,18506,7333,1,1775
5258,7334,18509,1,1791
5259,18514,7336,1,1770
5260,7337,18519,1,1775
5261,7338,18523,1,1779
5262,18525,7339,1,1781
5263,7341,18527,1,1780
5264,7342,18529,1,1780
5265,18533,7343,1,1781
5266,18537,7345,1,1774
5267,7346,18542,1,1775
5268,7348,18544,1,1779
5269,18548,7349,1,1781
5270,7350,18552,1,1763
5271,7351,18555,1,1766
5272,18559,7353,1,1790
5273,18562,7354,1,1776
5274,18565,7355,1,1782
5275,18568,7357,1,1772
5276,7358,18571,1,1762
5277,7360,18574,1,1760
5278,7362,18578,1,1776
5279,18580,7363,1,1770
5280,7365,18583,1,1773
5281,7367,18586,1,1770
5282,18589,7368,1,1763
5283,18593,7369,1,1780
5284,7370,18596,1,1777
5285,7372,18598,1,1766
5286,18603,7373,1,1759
5287,7374,18607,1,1782
5288,18611,7375,1,1758
5289,18614,7377,1,1787
5290,7378,18618,1,1776
5291,18623,7379,1,1777
5292,7381,18628,1,1762
5293,18633,7383,1,1764
5294,18636,7384,1,1757
5295,7385,18640,1,1766
5296,7387,18645,1,1763
5297,7388,18649,1,1772
5298,18652,7390,1,1771
5299,7391,18654,1,1773
5300,7392,18657,1,1773
5301,18662,7394,1,1785
5302,18665,7395,1,1782
5303,18670,7396,1,1765
5304,18674,7398,1,1778
5305,18679,7399,1,1780
5306,18681,7401,1,1785
5307,7402,18685,1,1778
5308,7403,18690,1,1774
5309,18692,7404,1,1771
5310,18697,7406,1,1784
5311,7408,18699,1,1785
5312,18703,7409,1,1782
5313,18705,7410,1,1765
5314,18708,7411,1,1781
5315,18712,7413,1,1772
5316,18717,7414,1,1769
5317,18721,7415,1,1778
5318,7416,18726,1,1759
5319,18728,7418,1,1766
5320,7420,18733,1,1763
5321,18736,7422,1,1769
5322,18740,7423,1,1781
5323,7425,18742,1,1773
5324,18745,7427,1,1782
5325,18749,7428,1,1779
5326,7429,18753,1,1776
5327,7431,18755,1,1777
5328,18759,7432,1,1772
5329,7433,18763,1,1778
5330,18766,7435,1,1785
5331,18770,7436,1,1779
5332,7438,18774,1,1781
5333,18777,7439,1,1784
5334,7440,18780,1,1788
5335,18785,7441,1,1792
5336,7443,18789,1,1789
5337,7444,18792,1,1785
5338,7445,18796,1,1780
5339,18799,7446,1,1788
5340,7448,18804,1,1804
5341,7449,18809,1,1789
5342,18811,7450,1,1787
5343,7451,18814,1,1787
5344,7453,18816,1,1784
5345,18821,7454,1,1791
5346,7456,18824,1,1794
5347,18827,7458,1,1780
5348,7459,18830,1,1777
5349,7460,18834,1,1780
5350,18838,7462,1,1795
5351,7463,18840,1,1804
5352,7465,18842,1,1799
5353,18844,7466,1,1794
5354,7467,18847,1,1803
5355,7468,18849,1,1800
5356,18851,7470,1,1774
5357,7471,18853,1,1786
5358,18856,7473,1,1790
5359,7474,18858,1,1785
5360,18863,7475,1,1793
5361,7477,18868,1,1782
5362,7478,18872,1,1794
5363,18874,7479,1,1786
5364,7481,18878,1,1791
5365,7482,18881,1,1804
5366,18883,7484,1,1791
5367,7485,18887,1,1778
5368,18890,7486,1,1778
5369,7488,18894,1,1784
5370,7489,18896,1,1778
5371,18899,7490,1,1783
5372,18903,7491,1,1783
5373,18906,7493,1,1771
5374,7494,18909,1,1766
5375,7495,18912,1,1762
5376,18915,7497,1,1759
5377,18919,7499,1,1765
5378,7500,18921,1,1765
5379,7501,18923,1,1764
5380,7503,18927,1,1773
5381,18929,7505,1,1787
5382,7506,18932,1,1774
5383,18934,7508,1,1791
5384,18938,7509,1,1777
5385,18940,7510,1,1791
5386,7511,18942,1,1786
5387,18945,7513,1,1805
5388,7514,18947,1,1798
5389,18950,7516,1,1769
5390,7517,18953,1,1765
5391,7518,18957,1,1773
5392,18962,7519,1,1780
5393,7521,18965,1,1772
5394,7523,18970,1,1777
5395,7524,18972,1,1762
5396,18977,7526,1,1786
5397,18979,7527,1,1786
5398,7528,18984,1,1795
5399,18986,7530,1,1780
5400,18989,7531,1,1781
5401,18991,7532,1,1770
5402,18996,7533,1,1779
5403,18999,7535,1,1779
5404,19001,7536,1,1781
5405,7537,19005,1,1786
5406,19009,7539,1,1784
5407,7540,19012,1,1787
5408,7542,19014,1,1784
5409,7543,19017,1,1787
5410,7544,19021,1,1797
5411,19025,7545,1,1794
5412,19027,7547,1,1782
5413,19031,7548,1,1784
5414,7550,19036,1,1787
5415,7551,19038,1,1790
5416,7552,19041,1,1792
5417,7554,19045,1,1792
5418,7556,19049,1,1794
5419,19051,7557,1,1801
5420,7559,19054,1,1791
5421,7561,19058,1,1797
5422,7562,19060,1,1781
5423,19063,7563,1,1781
5424,19065,7565,1,1772
5425,7566,19069,1,1770
5426,7567,19072,1,1764
5427,7569,19077,1,1767
5428,19079,7570,1,1750
5429,7572,19084,1,1780
5430,19086,7573,1,1783
5431,7575,19091,1,1765
5432,7576,19093,1,1769
5433,19095,7577,1,1774
5434,7578,19097,1,1764
5435,19101,7580,1,1765
5436,19104,7581,1,1773
5437,19109,7582,1,1761
5438,19112,7583,1,1765
5439,7585,19115,1,1775
5440,19119,7586,1,1765
5441,7588,19121,1,1772
5442,7590,19125,1,1773
5443,7592,19127,1,1758
5444,19129,7593,1,1779
5445,19133,7594,1,1766
5446,7596,19135,1,1767
5447,7598,19140,1,1763
5448,19145,7599,1,1771
5449,7600,19150,1,1780
5450,7602,19155,1,1771
5451,19159,7603,1,1783
5452,7604,19162,1,1764
5453,19167,7605,1,1778
5454,19172,7607,1,1768
5455,19174,7609,1,1773
5456,7610,19179,1,1768
5457,19184,7611,1,1761
5458,7612,19186,1,1765
5459,7614,19190,1,1767
5460,7615,19194,1,1780
5461,7616,19196,1,1774
5462,7618,19201,1,1771
5463,7619,19205,1,1767
5464,7620,19207,1,1783
5465,7621,19209,1,1769
5466,7623,19212,1,1756
5467,19215,7624,1,1754
5468,19217,7625,1,1755
5469,19221,7626,1,1766
5470,19224,7628,1,1774
5471,7629,19228,1,1768
5472,19233,7631,1,1786
5473,19236,7632,1,1778
5474,7633,19239,1,1782
5475,19241,7634,1,1781
5476,19245,7636,1,1756
5477,19250,7637,1,1783
5478,7639,19253,1,1773
5479,19258,7640,1,1759
5480,19263,7642,1,1761
5481,19265,7644,1,1766
5482,19269,7646,1,1772
5483,19272,7648,1,1781
5484,19277,7650,1,1797
5485,19279,7651,1,1796
5486,7653,19281,1,1800
5487,7654,19283,1,1790
5488,19288,7655,1,1793
5489,7656,19291,1,1796
5490,19293,7658,1,1787
5491,7659,19298,1,1800
5492,7660,19300,1,1784
5493,19303,7661,1,1788
5494,7663,19307,1,1786
5495,19309,7664,1,1788
5496,7665,19312,1,1780
5497,19315,7667,1,1777
5498,7668,19320,1,1770
5499,19325,7670,1,1771
5500,7672,19330,1,1792
5501,19335,7674,1,1789
5502,19340,7675,1,1796
5503,7676,19342,1,1792
5504,7677,19346,1,1786
5505,19348,7679,1,1792
5506,19352,7681,1,1791
5507,19355,7682,1,1803
5508,7683,19359,1,1792
5509,7685,19364,1,1789
5510,7686,19367,1,1800
5511,7688,19369,1,1789
5512,7690,19373,1,1798
5513,7691,19376,1,1788
5514,7692,19379,1,1787
5515,19383,7693,1,1797
5516,19387,7695,1,1790
5517,7696,19390,1,1799
5518,19395,7697,1,1801
5519,19397,7698,1,1786
5520,7700,19402,1,1788
5521,7701,19404,1,1782
5522,7703,19406,1,1789
5523,7704,19410,1,1785
5524,19412,7705,1,1784
5525,19415,7706,1,1775
5526,19419,7708,1,1778
5527,7710,19424,1,1793
5528,7711,19427,1,1788
5529,7712,19432,1,1784
5530,19436,7714,1,1781
5531,19438,7715,1,1773
5532,19442,7717,1,1767
5533,19444,7718,1,1781
5534,19448,7719,1,1780
5535,7721,19453,1,1807
5536,7723,19456,1,1790
5537,19459,7725,1,1789
5538,19462,7726,1,1782
5539,7728,19466,1,1786
5540,7729,19469,1,1774
5541,19471,7730,1,1784
5542,7731,19476,1,1783
5543,7733,19481,1,1789
5544,7734,19485,1,1799
5545,7735,19490,1,1796
5546,7736,19494,1,1801
5547,7738,19499,1,1767
5548,19503,7739,1,1776
5549,7740,19508,1,1754
5550,7742,19511,1,1770
5551,19516,7743,1,1764
5552,19518,7744,1,1759
5553,19521,7746,1,1772
5554,19526,7748,1,1756
5555,7750,19528,1,1753
5556,19533,7752,1,1768
5557,19536,7753,1,1760
5558,7754,19538,1,1770
5559,19543,7756,1,1765
5560,7757,19547,1,1767
5561,7759,19549,1,1755
5562,7760,19553,1,1751
5563,19555,7761,1,1761
5564,19559,7763,1,1777
5565,7764,19564,1,1773
5566,19568,7765,1,1779
5567,7767,19570,1,1778
5568,19574,7768,1,1774
5569,19577,7769,1,1774
5570,7771,19581,1,1780
5571,19585,7772,1,1776
5572,19588,7773,1,1769
5573,7775,19593,1,1781
5574,19595,7776,1,1762
5575,7778,19598,1,1773
5576,7779,19602,1,1756
5577,19605,7780,1,1775
5578,19607,7781,1,1767
5579,19611,7783,1,1780
5580,7785,19614,1,1788
5581,7786,19617,1,1789
5582,19620,7788,1,1754
5583,7790,19625,1,1762
5584,19630,7791,1,1765
5585,7792,19633,1,1773
5586,7793,19638,1,1766
5587,19642,7795,1,1758
5588,19647,7796,1,1753
5589,19652,7798,1,1775
5590,19654,7799,1,1769
5591,19658,7800,1,1760
5592,7801,19662,1,1759
5593,7803,19664,1,1755
5594,7805,19666,1,1763
5595,19670,7806,1,1765
5596,7808,19673,1,1766
5597,7809,19677,1,1777
5598,19682,7811,1,1765
5599,19685,7813,1,1783
5600,7814,19688,1,1767
5601,19690,7816,1,1768
5602,7817,19695,1,1776
5603,7818,19700,1,1762
5604,19705,7819,1,1780
5605,7821,19708,1,1762
5606,7822,19711,1,1779
5607,7824,19713,1,1767
5608,19716,7825,1,1757
5609,7826,19721,1,1777
5610,7828,19726,1,1780
5611,19729,7830,1,1776
5612,7832,19734,1,1776
5613,7833,19737,1,1784
5614,7834,19741,1,1796
5615,19744,7836,1,1773
5616,19749,7837,1,1762
5617,19751,7838,1,1784
